fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
ROB MCCULLOUGH,11e3fd7546359fc5,Rob McCullough,,,,,"5' 9""",155 lbs.,"69""",Orthodox,1977-05-26,175.26,155.0,69.0,175.26,http://ufcstats.com/fighter-details/11e3fd7546359fc5,2.47,36%,36.0,2.84,59%,0.46,100%,100.0,68%,0.0,"fighter_tott, raw_fighter_details"
ROB SINCLAIR,3b65c9dd39741bc4,Rob Sinclair,,,,,"5' 8""",155 lbs.,,,1980-02-20,172.72,155.0,,,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,1.2,33%,33.0,1.73,73%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
ROB WILKINSON,826475cc758e60e6,Rob Wilkinson,Razor,11.0,2.0,0.0,"6' 3""",185 lbs.,"80""",Orthodox,1992-02-22,190.5,185.0,80.0,203.2,http://ufcstats.com/fighter-details/826475cc758e60e6,2.74,50%,50.0,5.66,39%,4.47,25%,25.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROB YUNDT,42078a86d3dd037b,Rob Yundt,Monster,9.0,5.0,0.0,"6' 1""",185 lbs.,,Orthodox,1980-05-05,185.42,185.0,,,http://ufcstats.com/fighter-details/42078a86d3dd037b,1.37,41%,41.0,2.55,31%,2.94,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBBIE LAWLER,f2925e6db404bf1d,Robbie Lawler,Ruthless,30.0,16.0,0.0,"5' 11""",170 lbs.,"74""",Southpaw,1982-03-20,180.34,170.0,74.0,187.96,http://ufcstats.com/fighter-details/f2925e6db404bf1d,3.5,45%,45.0,4.16,60%,0.68,64%,64.0,64%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBBIE RING,fa9746fa5d23c202,Robbie Ring,,,,,"5' 9""",145 lbs.,"68""",Orthodox,2000-07-14,175.26,145.0,68.0,172.72,http://ufcstats.com/fighter-details/fa9746fa5d23c202,,,,,,,,,,,fighter_tott
ROBELIS DESPAIGNE,140567899d98978a,Robelis Despaigne,The Big Boy,5.0,2.0,0.0,"6' 7""",265 lbs.,"84""",Orthodox,1988-09-09,200.66,265.0,84.0,213.36,http://ufcstats.com/fighter-details/140567899d98978a,2.11,59%,59.0,2.54,46%,0.0,0%,0.0,50,0.0,"fighter_tott, ufc_dataset"
ROBERT BRESLIN,e319d6697d41f3cf,Robert Breslin,,,,,"5' 11""",155 lbs.,,,,180.34,155.0,,,http://ufcstats.com/fighter-details/e319d6697d41f3cf,2.21,46%,46.0,3.5,66%,1.38,100%,100.0,50%,0.0,"fighter_tott, raw_fighter_details"
ROBERT BRYCZEK,f96856f9d69fd7e4,Robert Bryczek,,18.0,6.0,0.0,"6' 0""",185 lbs.,"75""",Orthodox,1990-07-04,182.88,185.0,75.0,190.5,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,2.8,37%,37.0,4.51,55%,0.36,100%,100.0,71%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT DENSLEY,b72f3cafa6376e35,Robert Densley,,,,,"5' 9""",155 lbs.,,,,175.26,155.0,,,http://ufcstats.com/fighter-details/b72f3cafa6376e35,1.81,47%,47.0,0.4,60%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
ROBERT DRYSDALE,d2a9be6bf2de624c,Robert Drysdale,,7.0,0.0,0.0,"6' 3""",205 lbs.,,Orthodox,1981-10-05,190.5,205.0,,,http://ufcstats.com/fighter-details/d2a9be6bf2de624c,0.0,0%,0.0,0.0,0%,7.32,100%,100.0,0%,21.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT LUCARELLI,96087e90d900f0ef,Robert Lucarelli,,0.0,1.0,0.0,"6' 2""",245 lbs.,,,,187.96,245.0,,,http://ufcstats.com/fighter-details/96087e90d900f0ef,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT MCDANIEL,5cafbc97dba2e797,Robert McDaniel,Bubba,28.0,10.0,0.0,"6' 3""",185 lbs.,"75""",Southpaw,1983-05-03,190.5,185.0,75.0,190.5,http://ufcstats.com/fighter-details/5cafbc97dba2e797,1.64,44%,44.0,1.98,56%,0.93,50%,50.0,50%,1.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT PERALTA,960d6cae8879ba2b,Robert Peralta,Problems,18.0,8.0,0.0,"5' 8""",145 lbs.,"71""",Orthodox,1986-03-14,172.72,145.0,71.0,180.34,http://ufcstats.com/fighter-details/960d6cae8879ba2b,3.76,44%,44.0,2.97,53%,0.59,66%,66.0,65%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT RUCHALA,92aed9d16794f42b,Robert Ruchala,Faker,11.0,2.0,0.0,"5' 8""",145 lbs.,"72""",Switch,1998-05-15,172.72,145.0,72.0,182.88,http://ufcstats.com/fighter-details/92aed9d16794f42b,3.37,34%,34.0,5.2,45%,1.0,22%,22.0,71%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT SANCHEZ,546f8599a63c29da,Robert Sanchez,Littlefury,8.0,2.0,0.0,"5' 6""",125 lbs.,"66""",Orthodox,1986-03-05,167.64,125.0,66.0,167.64,http://ufcstats.com/fighter-details/546f8599a63c29da,0.96,40%,40.0,1.78,46%,3.61,62%,62.0,50%,0.7,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT VALENTIN,0cd0456d6029cec2,Robert Valentin,Robzilla,11.0,6.0,0.0,"6' 2""",185 lbs.,"77""",Orthodox,1995-03-31,187.96,185.0,77.0,195.58,http://ufcstats.com/fighter-details/0cd0456d6029cec2,1.3,55%,55.0,2.72,33%,0.59,50%,50.0,55%,1.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT WHITEFORD,1dafccb62a0f98ec,Robert Whiteford,The Hammer,14.0,4.0,0.0,"5' 9""",145 lbs.,"69""",Southpaw,1983-04-12,175.26,145.0,69.0,175.26,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,2.33,46%,46.0,1.99,62%,1.9,30%,30.0,45%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERT WHITTAKER,e1147d3d2dabe1ce,Robert Whittaker,The Reaper,27.0,9.0,0.0,"6' 0""",185 lbs.,"73""",Orthodox,1990-12-20,182.88,185.0,73.0,185.42,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,4.52,40%,40.0,3.44,60%,0.43,27%,27.0,84%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROBERTA ROVEL,9d7fbf438766791f,Roberta Rovel,,,,,"5' 8""",145 lbs.,,,,172.72,145.0,,,http://ufcstats.com/fighter-details/9d7fbf438766791f,0.87,46%,46.0,3.0,26%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
ROBERTO ROMERO,15ea371202eb25e1,Roberto Romero,El Charro Negro,8.0,5.0,1.0,"5' 8""",145 lbs.,"70""",Orthodox,2000-01-30,172.72,145.0,70.0,177.8,http://ufcstats.com/fighter-details/15ea371202eb25e1,4.56,49%,49.0,6.44,44%,0.0,0%,0.0,71,0.0,"fighter_tott, ufc_dataset"
ROBERTO TRAVEN,20ec0061400178ca,Roberto Traven,Spider,6.0,4.0,1.0,"6' 3""",227 lbs.,,Orthodox,1968-09-16,190.5,227.0,,,http://ufcstats.com/fighter-details/20ec0061400178ca,0.92,50%,50.0,2.77,57%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROCKY LEE,0d1c163b206e8c5f,Rocky Lee,,3.0,2.0,0.0,"5' 9""",145 lbs.,,Orthodox,1987-04-08,175.26,145.0,,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,2.47,51%,51.0,5.33,44%,1.0,10%,10.0,33%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROCKY LONG,10e04e5e81f391a0,Rocky Long,,,,,,145 lbs.,,,1978-02-18,,145.0,,,http://ufcstats.com/fighter-details/10e04e5e81f391a0,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RODNEY FAVERUS,5af26b3201690d29,Rodney Faverus,,,,,"6' 0""",215 lbs.,,Southpaw,,182.88,215.0,,,http://ufcstats.com/fighter-details/5af26b3201690d29,2.3,53%,53.0,1.6,54%,4.5,100%,100.0,25%,0.0,"fighter_tott, raw_fighter_details"
RODNEY WALLACE,b9415726dc3ec526,Rodney Wallace,Shonuff the Master,26.0,15.0,1.0,"5' 9""",205 lbs.,"72""",Switch,1981-11-21,175.26,205.0,72.0,182.88,http://ufcstats.com/fighter-details/b9415726dc3ec526,1.13,46%,46.0,3.44,45%,6.0,54%,54.0,28%,1.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RODOLFO BELLATO,69898645d600abdb,Rodolfo Bellato,Trator,12.0,2.0,1.0,"6' 3""",205 lbs.,"75""",Orthodox,1996-02-05,190.5,205.0,75.0,190.5,http://ufcstats.com/fighter-details/69898645d600abdb,5.84,61%,61.0,6.0,45%,1.26,36%,36.0,100,0.3,"fighter_tott, ufc_dataset"
RODOLFO MARQUES DINIZ,2d2239d0f6fa83dd,Rodolfo Marques Diniz,,,,,"5' 6""",135 lbs.,,,1984-01-23,167.64,135.0,,,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd,1.08,32%,32.0,2.36,33%,0.0,0%,0.0,50%,1.8,"fighter_tott, raw_fighter_details"
RODOLFO RUBIO PEREZ,c4731f43693b96b8,Rodolfo Rubio Perez,Fito,10.0,16.0,1.0,"5' 5""",145 lbs.,,Orthodox,1987-01-29,165.1,145.0,,,http://ufcstats.com/fighter-details/c4731f43693b96b8,1.13,36%,36.0,1.0,62%,2.0,33%,33.0,33%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RODOLFO VIEIRA,260e9e0d4954aea6,Rodolfo Vieira,,11.0,3.0,0.0,"6' 0""",185 lbs.,"73""",Orthodox,1989-09-25,182.88,185.0,73.0,185.42,http://ufcstats.com/fighter-details/260e9e0d4954aea6,3.43,54%,54.0,4.28,49%,2.87,22%,22.0,60%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
RODRIGO DAMM,a20d7dfaba74c067,Rodrigo Damm,,13.0,9.0,0.0,"5' 7""",155 lbs.,"71""",Orthodox,1980-02-03,170.18,155.0,71.0,180.34,http://ufcstats.com/fighter-details/a20d7dfaba74c067,3.5,36%,36.0,5.61,57%,0.44,16%,16.0,80%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
RODRIGO DE LIMA,a4dc47001f202bcd,Rodrigo de Lima,Monstro,8.0,3.0,1.0,"5' 7""",155 lbs.,,Orthodox,1991-03-12,170.18,155.0,,,http://ufcstats.com/fighter-details/a4dc47001f202bcd,1.29,33%,33.0,5.5,32%,2.66,36%,36.0,0%,1.3,"fighter_tott, raw_fighter_details, ufc_dataset"
RODRIGO GRACIE,36877f0e62b25b96,Rodrigo Gracie,,,,,"6' 0""",183 lbs.,,Orthodox,1975-04-11,182.88,183.0,,,http://ufcstats.com/fighter-details/36877f0e62b25b96,1.34,51%,51.0,0.86,46%,1.49,50%,50.0,75%,0.4,"fighter_tott, raw_fighter_details"
RODRIGO GRIPP DE SOUSA,dde70a112e053a6c,Rodrigo Gripp de Sousa,,,,,"5' 11""",205 lbs.,,Orthodox,,180.34,205.0,,,http://ufcstats.com/fighter-details/dde70a112e053a6c,0.48,23%,23.0,4.81,52%,0.0,0%,0.0,0%,9.6,"fighter_tott, raw_fighter_details"
RODRIGO LIDIO,11b5a809c3120e27,Rodrigo Lidio,,,,,"5' 11""",155 lbs.,"73""",Orthodox,1989-07-07,180.34,155.0,73.0,185.42,http://ufcstats.com/fighter-details/11b5a809c3120e27,,,,,,,,,,,fighter_tott
RODRIGO NASCIMENTO,d31a5546c0e9b213,Rodrigo Nascimento,Ze Colmeia,11.0,3.0,0.0,"6' 2""",246 lbs.,"80""",Orthodox,1992-11-26,187.96,246.0,80.0,203.2,http://ufcstats.com/fighter-details/d31a5546c0e9b213,4.23,55%,55.0,4.32,42%,2.7,100%,100.0,100%,2.7,"fighter_tott, raw_fighter_details, ufc_dataset"
RODRIGO RUAS,94070f6544c4b2a5,Rodrigo Ruas,,4.0,5.0,1.0,"5' 10""",185 lbs.,,Orthodox,1977-10-06,177.8,185.0,,,http://ufcstats.com/fighter-details/94070f6544c4b2a5,1.28,35%,35.0,7.0,41%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RODRIGO SEZINANDO,c06d6b18862f9a53,Rodrigo Sezinando,,,,,"5' 9""",170 lbs.,"71""",Orthodox,1997-12-11,175.26,170.0,71.0,180.34,http://ufcstats.com/fighter-details/c06d6b18862f9a53,,,,,,,,,,,fighter_tott
RODRIGO VERA,2b266e623e20737a,Rodrigo Vera,,,,,"5' 8""",145 lbs.,"68""",Orthodox,1995-10-18,,145.0,68.0,172.72,http://ufcstats.com/fighter-details/2b266e623e20737a,9.27,58%,58.0,3.82,50%,8.18,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details"
ROGER BOWLING,3b9f723e2720a238,Roger Bowling,Relentless,12.0,6.0,0.0,"5' 9""",155 lbs.,"68""",Orthodox,1982-12-05,175.26,155.0,68.0,172.72,http://ufcstats.com/fighter-details/3b9f723e2720a238,3.9,47%,47.0,3.86,51%,3.09,43%,43.0,27%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGER CARROLL,572a89dbe1f76761,Roger Carroll,,,,,"5' 10""",170 lbs.,,,,177.8,170.0,,,http://ufcstats.com/fighter-details/572a89dbe1f76761,7.62,61%,61.0,10.48,43%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
ROGER GRACIE,a6bbd3df469c6bea,Roger Gracie,,8.0,2.0,0.0,"6' 4""",185 lbs.,"79""",Orthodox,1981-09-26,193.04,185.0,79.0,200.66,http://ufcstats.com/fighter-details/a6bbd3df469c6bea,1.78,35%,35.0,1.79,61%,1.87,53%,53.0,60%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGER HOLLETT,27d65e9d0fba61ea,Roger Hollett,The Hulk,13.0,5.0,0.0,"5' 11""",205 lbs.,,Orthodox,1978-10-08,180.34,205.0,,,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,1.83,47%,47.0,6.47,34%,1.0,28%,28.0,30%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGER HUERTA,daf1b84aebd6602b,Roger Huerta,El Matador,23.0,9.0,1.0,"5' 9""",155 lbs.,"70""",Orthodox,1983-05-20,175.26,155.0,70.0,177.8,http://ufcstats.com/fighter-details/daf1b84aebd6602b,3.64,36%,36.0,2.33,56%,2.13,46%,46.0,52%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGER NARVAEZ,3a12a2f096a6d975,Roger Narvaez,Silverback,8.0,3.0,0.0,"6' 3""",185 lbs.,,Southpaw,1983-09-09,190.5,185.0,,,http://ufcstats.com/fighter-details/3a12a2f096a6d975,2.12,37%,37.0,3.32,64%,0.0,0%,0.0,50%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGER ZAPATA,fe5ca7ef93c3f6a7,Roger Zapata,Viva,4.0,2.0,0.0,"5' 11""",170 lbs.,,Southpaw,1986-05-09,180.34,170.0,,,http://ufcstats.com/fighter-details/fe5ca7ef93c3f6a7,2.6,51%,51.0,2.13,36%,0.0,0%,0.0,81%,1.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGERIO BONTORIN,07a2bdaa0afdd831,Rogerio Bontorin,,16.0,4.0,0.0,"5' 5""",125 lbs.,"67""",Orthodox,1992-04-25,165.1,125.0,67.0,170.18,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,2.19,50%,50.0,3.12,38%,1.9,40%,40.0,51%,1.6,"fighter_tott, raw_fighter_details, ufc_dataset"
ROGERIO NOGUEIRA,73e09f837f3b5ecc,Rogerio Nogueira,Minotouro,23.0,10.0,0.0,"6' 2""",205 lbs.,"75""",Southpaw,1976-06-02,187.96,205.0,75.0,190.5,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,2.43,35%,35.0,2.34,59%,0.64,44%,44.0,62%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLAND DELORME,173acb3f920082b8,Roland Delorme,,9.0,5.0,0.0,"5' 9""",135 lbs.,"71""",Orthodox,1983-12-18,175.26,135.0,71.0,180.34,http://ufcstats.com/fighter-details/173acb3f920082b8,2.28,44%,44.0,4.32,40%,2.51,34%,34.0,42%,1.6,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLAND PAYNE,2e04a3b4a2011b97,Roland Payne,,0.0,1.0,0.0,"5' 9""",205 lbs.,,Orthodox,,175.26,205.0,,,http://ufcstats.com/fighter-details/2e04a3b4a2011b97,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLANDO BEDOYA,40a456a25d52ee65,Rolando Bedoya,The Machine,14.0,4.0,0.0,"5' 11""",155 lbs.,"74""",Orthodox,1997-01-13,180.34,155.0,74.0,187.96,http://ufcstats.com/fighter-details/40a456a25d52ee65,7.29,49%,49.0,6.38,52%,0.0,0%,0.0,33,0.0,"fighter_tott, ufc_dataset"
ROLANDO DELGADO,37b1696e6d115957,Rolando Delgado,Roli,11.0,6.0,1.0,"6' 3""",155 lbs.,"77""",Orthodox,1981-11-22,190.5,155.0,77.0,195.58,http://ufcstats.com/fighter-details/37b1696e6d115957,1.56,40%,40.0,1.83,62%,1.17,22%,22.0,0%,3.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLANDO DY,55ed59d541f8b90c,Rolando Dy,Dy Incredible,9.0,7.0,1.0,"5' 8""",145 lbs.,"69""",Orthodox,1990-08-11,172.72,145.0,69.0,175.26,http://ufcstats.com/fighter-details/55ed59d541f8b90c,3.04,37%,37.0,4.47,52%,0.3,20%,20.0,68%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLANDO PEREZ,4a9e305633f3ef47,Rolando Perez,,,,,"5' 8""",135 lbs.,,Orthodox,,172.72,135.0,,,http://ufcstats.com/fighter-details/4a9e305633f3ef47,4.23,36%,36.0,4.83,63%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
ROLDAN SANGCHA'AN,57887765f831e228,Roldan Sangcha'an,The Executioner,4.0,2.0,0.0,"5' 4""",125 lbs.,,Orthodox,1990-12-04,162.56,125.0,,,http://ufcstats.com/fighter-details/57887765f831e228,2.71,46%,46.0,2.15,51%,1.94,60%,60.0,68%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROLLES GRACIE,e4a9dbade7c7e1a7,Rolles Gracie,,8.0,4.0,0.0,"6' 4""",242 lbs.,,Orthodox,1978-07-14,193.04,242.0,,,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,2.3,32%,32.0,3.38,55%,2.3,10%,10.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN BOGATOV,d61316139d68dbe3,Roman Bogatov,,10.0,1.0,0.0,"5' 8""",155 lbs.,"73""",Orthodox,1990-12-15,172.72,155.0,73.0,185.42,http://ufcstats.com/fighter-details/d61316139d68dbe3,3.33,42%,42.0,4.4,44%,1.0,9%,9.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN BRAVO-YOUNG,37ce890a4670b287,Roman Bravo-Young,,,,,,205 lbs.,,,,,205.0,,,http://ufcstats.com/fighter-details/37ce890a4670b287,,,,,,,,,,,fighter_tott
ROMAN DOLIDZE,327d5f279895110d,Roman Dolidze,,15.0,4.0,0.0,"6' 2""",185 lbs.,"76""",Orthodox,1988-07-15,187.96,185.0,76.0,193.04,http://ufcstats.com/fighter-details/327d5f279895110d,2.98,51%,51.0,1.75,61%,1.75,50%,50.0,33%,2.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN KOPYLOV,9d83f6da776ff7d6,Roman Kopylov,,14.0,4.0,0.0,"6' 0""",185 lbs.,"75""",Southpaw,1991-05-04,182.88,185.0,75.0,190.5,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,4.54,50%,50.0,5.08,53%,1.12,50%,50.0,88%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN MITICHYAN,2961be02cfb0d2c1,Roman Mitichyan,,8.0,3.0,0.0,"5' 10""",170 lbs.,,Orthodox,1978-09-04,177.8,170.0,,,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,0.26,16%,16.0,2.7,43%,1.93,100%,100.0,25%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN SALAZAR,72c4b253d2f5ebf2,Roman Salazar,El Gallito,10.0,6.0,0.0,"5' 7""",135 lbs.,,Orthodox,1988-02-21,170.18,135.0,,,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2,1.95,39%,39.0,2.89,57%,1.77,18%,18.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ROMAN ZENTSOV,3144121470023e9a,Roman Zentsov,,,,,"6' 1""",230 lbs.,,Orthodox,1973-09-10,185.42,230.0,,,http://ufcstats.com/fighter-details/3144121470023e9a,1.18,36%,36.0,0.53,70%,1.6,100%,100.0,33%,3.2,"fighter_tott, raw_fighter_details"
ROMIE ARAM,73ef22f25d0f70e2,Romie Aram,,7.0,1.0,0.0,"5' 10""",170 lbs.,,Orthodox,1977-12-02,177.8,170.0,,,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,1.8,35%,35.0,2.83,50%,2.5,62%,62.0,83%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RON FAIRCLOTH,453ee00c3e1ae9dd,Ron Faircloth,,33.0,20.0,0.0,"5' 9""",205 lbs.,,Orthodox,1979-08-16,175.26,205.0,,,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,0.39,40%,40.0,8.9,42%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RON FIELDS,6e380a4d73ab4f0e,Ron Fields,,,,,"6' 2""",200 lbs.,,Orthodox,1974-11-18,187.96,200.0,,,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,0.33,33%,33.0,2.64,11%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RON HENDERSON,498f0d066396ec59,Ron Henderson,,,,,"5' 10""",125 lbs.,,,,177.8,125.0,,,http://ufcstats.com/fighter-details/498f0d066396ec59,2.53,25%,25.0,3.6,48%,1.0,20%,20.0,0%,0.0,"fighter_tott, raw_fighter_details"
RON KESLAR,b84f34b425dfd24b,Ron Keslar,,,,,,185 lbs.,,,,,185.0,,,http://ufcstats.com/fighter-details/b84f34b425dfd24b,0.0,0%,0.0,2.05,60%,0.0,0%,0.0,100%,7.7,"fighter_tott, raw_fighter_details"
RON SPARKS,743fd9080892501d,Ron Sparks,,,,,"6' 5""",265 lbs.,,,,195.58,265.0,,,http://ufcstats.com/fighter-details/743fd9080892501d,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RON STALLINGS,6dd758d34da8d254,Ron Stallings,The Choir Boy,14.0,8.0,0.0,"6' 2""",170 lbs.,"75""",Southpaw,1983-01-25,187.96,170.0,75.0,190.5,http://ufcstats.com/fighter-details/6dd758d34da8d254,3.22,60%,60.0,3.26,51%,0.0,0%,0.0,71%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RON VAN CLIEF,23ab42947c1990e3,Ron van Clief,The Black Dragon,0.0,1.0,0.0,"5' 10""",190 lbs.,,Orthodox,1943-01-25,177.8,190.0,,,http://ufcstats.com/fighter-details/23ab42947c1990e3,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RON WATERMAN,efaf544314bb5c2e,Ron Waterman,H20,16.0,6.0,2.0,"6' 2""",280 lbs.,,Orthodox,1965-11-23,187.96,280.0,,,http://ufcstats.com/fighter-details/efaf544314bb5c2e,0.84,50%,50.0,1.37,42%,4.19,69%,69.0,50%,2.8,"fighter_tott, raw_fighter_details, ufc_dataset"
RONAL SIAHAAN,762226efa2b01654,Ronal Siahaan,,,,,"5' 7""",125 lbs.,"71""",Southpaw,1996-05-05,170.18,125.0,71.0,180.34,http://ufcstats.com/fighter-details/762226efa2b01654,,,,,,,,,,,fighter_tott
RONALD CARILLO,cbd022eaf2ac546a,Ronald Carillo,,,,,,125 lbs.,,,,,125.0,,,http://ufcstats.com/fighter-details/cbd022eaf2ac546a,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
RONALD JHUN,b9e871af730f826c,Ronald Jhun,The Machine Gun,24.0,26.0,2.0,"5' 11""",170 lbs.,,Orthodox,1970-09-21,180.34,170.0,,,http://ufcstats.com/fighter-details/b9e871af730f826c,1.45,57%,57.0,3.01,50%,1.81,100%,100.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
RONALDO CANDIDO,23fbe02caabcd214,Ronaldo Candido,,,,,"5' 6""",125 lbs.,,Southpaw,1989-04-24,167.64,125.0,,,http://ufcstats.com/fighter-details/23fbe02caabcd214,1.67,42%,42.0,3.87,52%,8.0,53%,53.0,0%,5.0,"fighter_tott, raw_fighter_details"
RONALDO RODRIGUEZ,f2900678e98f6d6a,Ronaldo Rodriguez,Lazy Boy,17.0,3.0,0.0,"5' 6""",125 lbs.,"65""",Orthodox,1999-05-07,167.64,125.0,65.0,165.1,http://ufcstats.com/fighter-details/f2900678e98f6d6a,2.71,43%,43.0,3.8,44%,1.09,36%,36.0,64,0.8,"fighter_tott, ufc_dataset"
RONDA ROUSEY,8bdac25ce0bb874d,Ronda Rousey,Rowdy,12.0,2.0,0.0,"5' 7""",135 lbs.,"66""",Orthodox,1987-02-01,170.18,135.0,66.0,167.64,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,4.17,52%,52.0,4.14,44%,6.26,68%,68.0,50%,4.8,"fighter_tott, raw_fighter_details, ufc_dataset"
RONG ZHU,af1e2dac91905674,Rong Zhu,,,,,,135 lbs.,,,2000-03-07,,135.0,,,,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,raw_fighter_details
RONGZHU,a13d755965a4ec9f,Rongzhu,,27.0,6.0,0.0,"5' 9""",155 lbs.,"71""",Orthodox,2000-03-07,175.26,155.0,71.0,180.34,http://ufcstats.com/fighter-details/a13d755965a4ec9f,6.02,51%,51.0,5.44,52%,1.35,62%,62.0,84,0.1,"fighter_tott, ufc_dataset"
RONNIE LAWRENCE,e7e01e266a9d4342,Ronnie Lawrence,The Heat,8.0,2.0,0.0,"5' 8""",135 lbs.,"68""",Switch,1992-06-13,172.72,135.0,68.0,172.72,http://ufcstats.com/fighter-details/e7e01e266a9d4342,3.8,58%,58.0,1.09,61%,10.86,76%,76.0,100%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
RONNY MARKES,bd21a1e3d41c97ee,Ronny Markes,,17.0,5.0,0.0,"6' 1""",185 lbs.,"75""",Orthodox,1988-04-21,185.42,185.0,75.0,190.5,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,2.17,53%,53.0,2.43,45%,3.13,40%,40.0,100%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
