red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
SEAN SPENCER,ALEX GARCIA,2014-03-15,Black Magic,The Dominican Nightmare,L,W,blue_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Don Turnage,Troy Wincapaw 28 - 29. Dan Mathisen 29 - 28. Aladin Martinez 27 - 30.,Welterweight Bout,,UFC 171: Hendricks vs Lawler,"Dallas, Texas, USA",0,1,58 of 160,61 of 135,36.0,45.0,62 of 164,66 of 142,0 of 0,8 of 11,,72.0,0,0,1,0,0:23,4:33,42 of 132,53 of 126,7 of 19,5 of 6,9 of 9,3 of 3,49 of 139,50 of 113,9 of 21,11 of 20,0 of 0,0 of 2,72.0,86.0,12.0,8.0,15.0,4.0,84.0,81.0,15.0,18.0,0.0,0.0,,,300,58,160,61,135,36.0,45.0,62,164,66,142,0,0,8,11,,72.0,42,132,53,126,7,19,5,6,9,9,3,3,49,139,50,113,9,21,11,20,0,0,0,2,SEAN SPENCER,ALEX GARCIA,2014-03-15,290.0,-320.0,"Dallas, Texas, USA",USA,900.0,630.0,329.0,1268.0,200.0,700.0,217.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
WILL CAMPUZANO,JUSTIN SCOGGINS,2014-03-15,,,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Doug Crosby 27 - 30. Aladin Martinez 27 - 30. Troy Wincapaw 27 - 30.,Flyweight Bout,,UFC 171: Hendricks vs Lawler,"Dallas, Texas, USA",0,0,4 of 41,61 of 103,9.0,59.0,28 of 70,78 of 127,0 of 0,6 of 10,,60.0,1,0,0,0,0:00,9:57,3 of 36,50 of 88,0 of 1,4 of 7,1 of 4,7 of 8,4 of 37,18 of 48,0 of 2,6 of 7,0 of 2,37 of 48,75.0,81.0,0.0,6.0,25.0,11.0,100.0,29.0,0.0,9.0,0.0,60.0,,,300,4,41,61,103,9.0,59.0,28,70,78,127,0,0,6,10,,60.0,3,36,50,88,0,1,4,7,1,4,7,8,4,37,18,48,0,2,6,7,0,2,37,48,WILL CAMPUZANO,JUSTIN SCOGGINS,2014-03-15,550.0,-675.0,"Dallas, Texas, USA",USA,900.0,767.0,105.0,1500.0,700.0,2195.0,178.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ALEXANDER GUSTAFSSON,JIMI MANUWA,2014-03-08,The Mauler,Poster Boy,W,L,red_win,KO/TKO,2,1:18,5 Rnd (5-5-5-5-5),Marc Goddard,Knee to Head In Clinch,Light Heavyweight Bout,fight,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",1,0,21 of 43,13 of 23,48.0,56.0,40 of 63,15 of 25,1 of 2,0 of 0,50.0,,0,0,0,0,3:24,0:00,16 of 36,4 of 14,2 of 2,1 of 1,3 of 5,8 of 8,12 of 31,12 of 21,5 of 7,1 of 2,4 of 5,0 of 0,76.0,30.0,9.0,7.0,14.0,61.0,57.0,92.0,23.0,7.0,19.0,0.0,,,78,21,43,13,23,48.0,56.0,40,63,15,25,1,2,0,0,50.0,,16,36,4,14,2,2,1,1,3,5,8,8,12,31,12,21,5,7,1,2,4,5,0,0,ALEXANDER GUSTAFSSON,JIMI MANUWA,2014-03-08,-525.0,450.0,"London, England, United Kingdom",United Kingdom,378.0,350.0,850.0,250.0,2000.0,140.0,600.0,Red,0.0,11.0,1.0,,,,,,1.0,,,,,,,14.0,,,,,,11.0,,,,,,,,both
BRAD PICKETT,NEIL SEERY,2014-03-08,One Punch,2Tap,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Tom Harris 27 - 30. Andy Roberts 27 - 30. Ben Cartlidge 28 - 29.,Flyweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,49 of 141,47 of 114,34.0,41.0,88 of 186,54 of 122,4 of 8,0 of 1,50.0,0.0,1,0,0,0,7:42,0:00,27 of 116,41 of 100,7 of 9,6 of 14,15 of 16,0 of 0,34 of 106,41 of 102,11 of 17,6 of 12,4 of 18,0 of 0,55.0,87.0,14.0,12.0,30.0,0.0,69.0,87.0,22.0,12.0,8.0,0.0,,,300,49,141,47,114,34.0,41.0,88,186,54,122,4,8,0,1,50.0,0.0,27,116,41,100,7,9,6,14,15,16,0,0,34,106,41,102,11,17,6,12,4,18,0,0,BRAD PICKETT,NEIL SEERY,2014-03-08,-1000.0,800.0,"London, England, United Kingdom",United Kingdom,900.0,250.0,1175.0,,,,,neither,0.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,both
BRAD SCOTT,CLAUDIO SILVA,2014-03-08,Bear,Hannibal,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Mark Collett 28 - 29. Howard Hughes 28 - 29. Andy Roberts 28 - 29.,Middleweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,41 of 75,36 of 73,54.0,49.0,61 of 96,114 of 158,0 of 0,3 of 15,,20.0,0,0,0,0,1:08,5:22,26 of 60,23 of 55,11 of 11,4 of 5,4 of 4,9 of 13,37 of 70,33 of 67,4 of 5,1 of 4,0 of 0,2 of 2,63.0,63.0,26.0,11.0,9.0,25.0,90.0,91.0,9.0,2.0,0.0,5.0,,,300,41,75,36,73,54.0,49.0,61,96,114,158,0,0,3,15,,20.0,26,60,23,55,11,11,4,5,4,4,9,13,37,70,33,67,4,5,1,4,0,0,2,2,BRAD SCOTT,CLAUDIO SILVA,2014-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
CYRILLE DIABATE,ILIR LATIFI,2014-03-08,The Snake,The Sledgehammer,L,W,blue_win,Submission,1,3:02,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke On Ground,Light Heavyweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,0 of 0,0 of 0,,,1 of 1,1 of 5,0 of 0,1 of 1,,100.0,0,2,0,0,0:00,1:50,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,33.0,0.0,34.0,0.0,33.0,0.0,33.0,0.0,34.0,0.0,33.0,0.0,,,182,0,0,0,0,,,1,1,1,5,0,0,1,1,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CYRILLE DIABATE,ILIR LATIFI,2014-03-08,125.0,-135.0,"London, England, United Kingdom",United Kingdom,182.0,390.0,205.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
GUNNAR NELSON,OMARI AKHMEDOV,2014-03-08,Gunni,Wolverine,W,L,red_win,Submission,1,4:36,3 Rnd (5-5-5),Grant Waterman,Guillotine Choke On Ground,Welterweight Bout,perf,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,16 of 20,6 of 16,80.0,37.0,25 of 32,8 of 18,1 of 1,0 of 0,100.0,,1,0,0,0,3:06,0:02,15 of 19,1 of 9,0 of 0,2 of 3,1 of 1,3 of 4,2 of 2,6 of 16,0 of 0,0 of 0,14 of 18,0 of 0,93.0,16.0,0.0,33.0,6.0,50.0,12.0,100.0,0.0,0.0,87.0,0.0,,,276,16,20,6,16,80.0,37.0,25,32,8,18,1,1,0,0,100.0,,15,19,1,9,0,0,2,3,1,1,3,4,2,2,6,16,0,0,0,0,14,18,0,0,GUNNAR NELSON,OMARI AKHMEDOV,2014-03-08,-280.0,255.0,"London, England, United Kingdom",United Kingdom,276.0,210.0,750.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
IGOR ARAUJO,DANNY MITCHELL,2014-03-08,,The Cheesecake Assassin,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 27 - 30. Howard Hughes 27 - 30. Chris Watts 27 - 30.,Welterweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,12 of 37,18 of 34,32.0,52.0,138 of 204,70 of 102,0 of 3,0 of 1,0.0,0.0,1,5,1,0,8:50,3:28,7 of 29,9 of 23,5 of 7,4 of 5,0 of 1,5 of 6,2 of 10,6 of 15,1 of 1,5 of 5,9 of 26,7 of 14,58.0,50.0,41.0,22.0,0.0,27.0,16.0,33.0,8.0,27.0,75.0,38.0,,,300,12,37,18,34,32.0,52.0,138,204,70,102,0,3,0,1,0.0,0.0,7,29,9,23,5,7,4,5,0,1,5,6,2,10,6,15,1,1,5,5,9,26,7,14,IGOR ARAUJO,DANNY MITCHELL,2014-03-08,-265.0,225.0,"London, England, United Kingdom",United Kingdom,900.0,170.0,355.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
LUKE BARNATT,MATS NILSSON,2014-03-08,The Bigslow,,W,L,red_win,KO/TKO,1,4:24,3 Rnd (5-5-5),Marc Goddard,Kick to Head At Distance,Middleweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,45 of 117,25 of 56,38.0,44.0,45 of 117,32 of 64,0 of 0,0 of 0,,,0,0,0,0,0:01,0:02,32 of 100,15 of 44,10 of 14,4 of 5,3 of 3,6 of 7,41 of 113,25 of 55,4 of 4,0 of 1,0 of 0,0 of 0,71.0,60.0,22.0,16.0,6.0,24.0,91.0,100.0,8.0,0.0,0.0,0.0,,,264,45,117,25,56,38.0,44.0,45,117,32,64,0,0,0,0,,,32,100,15,44,10,14,4,5,3,3,6,7,41,113,25,55,4,4,0,1,0,0,0,0,LUKE BARNATT,MATS NILSSON,2014-03-08,-430.0,345.0,"London, England, United Kingdom",United Kingdom,264.0,150.0,470.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MICHAEL JOHNSON,MELVIN GUILLARD,2014-03-08,The Menace,The Young Assassin,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 27 - 30. Chris Watts 27 - 30. Tom Harris 28 - 29.,Lightweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,48 of 146,22 of 103,32.0,21.0,51 of 153,22 of 103,1 of 4,0 of 1,25.0,0.0,0,0,0,0,1:14,0:00,16 of 93,15 of 80,11 of 28,4 of 19,21 of 25,3 of 4,36 of 116,13 of 89,12 of 30,8 of 13,0 of 0,1 of 1,33.0,68.0,22.0,18.0,43.0,13.0,75.0,59.0,25.0,36.0,0.0,4.0,,,300,48,146,22,103,32.0,21.0,51,153,22,103,1,4,0,1,25.0,0.0,16,93,15,80,11,28,4,19,21,25,3,4,36,116,13,89,12,30,8,13,0,0,1,1,MICHAEL JOHNSON,MELVIN GUILLARD,2014-03-08,-150.0,140.0,"London, England, United Kingdom",United Kingdom,900.0,200.0,500.0,,,,,Red,0.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,both
PHIL HARRIS,LOUIS GAUDINOT,2014-03-08,Billy,Goodnight,NC,NC,no_contest,Overturned,1,1:13,3 Rnd (5-5-5),Grant Waterman,Failed Drug Test by Gaudinot,Flyweight Bout,,UFC Fight Night: Gustafsson vs Manuwa,"London, England, United Kingdom",0,0,3 of 4,2 of 4,75.0,50.0,4 of 5,7 of 9,0 of 2,0 of 0,0.0,,0,1,0,0,0:41,0:05,2 of 3,1 of 3,0 of 0,1 of 1,1 of 1,0 of 0,2 of 3,2 of 4,1 of 1,0 of 0,0 of 0,0 of 0,66.0,50.0,0.0,50.0,33.0,0.0,66.0,100.0,33.0,0.0,0.0,0.0,,,73,3,4,2,4,75.0,50.0,4,5,7,9,0,2,0,0,0.0,,2,3,1,3,0,0,1,1,1,1,0,0,2,3,2,4,1,1,0,0,0,0,0,0,PHIL HARRIS,LOUIS GAUDINOT,2014-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ALBERT CHENG,ANYING WANG,2014-03-01,,,L,W,blue_win,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Leon Roberts,Eye Injury,Welterweight Bout,,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,0,5 of 12,13 of 45,41.0,28.0,5 of 12,15 of 47,0 of 1,0 of 0,0.0,,0,0,0,0,0:06,0:32,4 of 10,10 of 37,1 of 2,0 of 1,0 of 0,3 of 7,5 of 12,13 of 45,0 of 0,0 of 0,0 of 0,0 of 0,80.0,76.0,20.0,0.0,0.0,23.0,100.0,100.0,0.0,0.0,0.0,0.0,,,300,5,12,13,45,41.0,28.0,5,12,15,47,0,1,0,0,0.0,,4,10,10,37,1,2,0,1,0,0,3,7,5,12,13,45,0,0,0,0,0,0,0,0,ALBERT CHENG,ANYING WANG,2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DONG HYUN KIM,JOHN HATHAWAY,2014-03-01,Stun Gun,The Hitman,W,L,red_win,KO/TKO,3,1:02,5 Rnd (5-5-5-5-5),Leon Roberts,Spinning Back Elbow to Head At Distance Spinning Back Elbow,Welterweight Bout,perf,UFC Fight Night: Kim vs Hathaway,"Macau, China",2,0,27 of 81,27 of 97,33.0,27.0,42 of 96,52 of 127,1 of 3,1 of 6,33.0,16.0,0,0,0,0,2:13,3:44,22 of 76,13 of 69,5 of 5,10 of 22,0 of 0,4 of 6,13 of 43,16 of 74,6 of 15,9 of 17,8 of 23,2 of 6,81.0,48.0,18.0,37.0,0.0,14.0,48.0,59.0,22.0,33.0,29.0,7.0,,,62,27,81,27,97,33.0,27.0,42,96,52,127,1,3,1,6,33.0,16.0,22,76,13,69,5,5,10,22,0,0,4,6,13,43,16,74,6,15,9,17,8,23,2,6,DONG HYUN KIM,JOHN HATHAWAY,2014-03-01,-290.0,260.0,"Macau, China",China,662.0,115.0,450.0,560.0,1500.0,300.0,700.0,Red,0.0,,11.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,both
HATSU HIOKI,IVAN MENJIVAR,2014-03-01,,The Pride of El Salvador,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Ben Cartlidge 28 - 29. Mark Collett 28 - 29. Tom Harris 28 - 29.,Featherweight Bout,,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,1,29 of 86,27 of 85,33.0,31.0,52 of 117,57 of 117,4 of 6,0 of 1,66.0,0.0,2,1,0,0,5:37,1:40,12 of 58,14 of 57,14 of 24,8 of 16,3 of 4,5 of 12,23 of 75,18 of 67,5 of 10,7 of 13,1 of 1,2 of 5,41.0,51.0,48.0,29.0,10.0,18.0,79.0,66.0,17.0,25.0,3.0,7.0,,,300,29,86,27,85,33.0,31.0,52,117,57,117,4,6,0,1,66.0,0.0,12,58,14,57,14,24,8,16,3,4,5,12,23,75,18,67,5,10,7,13,1,1,2,5,HATSU HIOKI,IVAN MENJIVAR,2014-03-01,-475.0,420.0,"Macau, China",China,900.0,-130.0,525.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,both
JUMABIEKE TUERXUN,MARK EDDIVA,2014-03-01,The Wild Wolf,,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,Mark Collett 27 - 30. Howard Hughes 27 - 30. Chris Watts 27 - 30.,Featherweight Bout,,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,0,12 of 34,49 of 88,35.0,55.0,33 of 60,141 of 189,1 of 9,4 of 10,11.0,40.0,2,0,0,0,0:51,10:20,6 of 28,22 of 55,4 of 4,11 of 13,2 of 2,16 of 20,3 of 14,15 of 45,7 of 18,19 of 25,2 of 2,15 of 18,50.0,44.0,33.0,22.0,16.0,32.0,25.0,30.0,58.0,38.0,16.0,30.0,,,300,12,34,49,88,35.0,55.0,33,60,141,189,1,9,4,10,11.0,40.0,6,28,22,55,4,4,11,13,2,2,16,20,3,14,15,45,7,18,19,25,2,2,15,18,JUMABIEKE TUERXUN,MARK EDDIVA,2014-03-01,-440.0,390.0,"Macau, China",China,900.0,149.0,768.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
KAZUKI TOKUDOME,YUI CHUL NAM,2014-03-01,,The Korean Bulldozer,L,W,blue_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Jerin Valel,Tom Harris 27 - 29. Chris Watts 28 - 27. Howard Hughes 28 - 29.,Lightweight Bout,fight,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,3,31 of 55,77 of 130,56.0,59.0,131 of 174,109 of 173,3 of 7,1 of 1,42.0,100.0,0,0,0,0,7:42,4:54,28 of 52,63 of 111,2 of 2,10 of 14,1 of 1,4 of 5,5 of 16,17 of 35,12 of 23,37 of 59,14 of 16,23 of 36,90.0,81.0,6.0,12.0,3.0,5.0,16.0,22.0,38.0,48.0,45.0,29.0,,,300,31,55,77,130,56.0,59.0,131,174,109,173,3,7,1,1,42.0,100.0,28,52,63,111,2,2,10,14,1,1,4,5,5,16,17,35,12,23,37,59,14,16,23,36,KAZUKI TOKUDOME,YUI CHUL NAM,2014-03-01,185.0,-200.0,"Macau, China",China,900.0,251.0,165.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MATT MITRIONE,SHAWN JORDAN,2014-03-01,,The Savage,W,L,red_win,KO/TKO,1,4:59,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head In Clinch,Heavyweight Bout,perf,UFC Fight Night: Kim vs Hathaway,"Macau, China",1,0,24 of 62,15 of 46,38.0,32.0,25 of 65,19 of 51,0 of 0,0 of 2,,0.0,0,0,0,0,0:21,0:27,20 of 57,8 of 38,1 of 2,1 of 2,3 of 3,6 of 6,16 of 47,10 of 37,8 of 15,5 of 9,0 of 0,0 of 0,83.0,53.0,4.0,6.0,12.0,40.0,66.0,66.0,33.0,33.0,0.0,0.0,,,299,24,62,15,46,38.0,32.0,25,65,19,51,0,0,0,2,,0.0,20,57,8,38,1,2,1,2,3,3,6,6,16,47,10,37,8,15,5,9,0,0,0,0,MATT MITRIONE,SHAWN JORDAN,2014-03-01,-115.0,105.0,"Macau, China",China,299.0,499.0,516.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
NAM PHAN,VAUGHAN LEE,2014-03-01,,,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 27 - 30. Tom Harris 27 - 30. Howard Hughes 26 - 30.,Bantamweight Bout,,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,0,24 of 189,142 of 311,12.0,45.0,24 of 190,145 of 314,0 of 5,0 of 1,0.0,0.0,0,0,0,0,0:13,0:01,11 of 158,72 of 197,8 of 22,47 of 79,5 of 9,23 of 35,24 of 188,141 of 310,0 of 1,1 of 1,0 of 0,0 of 0,45.0,50.0,33.0,33.0,20.0,16.0,100.0,99.0,0.0,0.0,0.0,0.0,,,300,24,189,142,311,12.0,45.0,24,190,145,314,0,5,0,1,0.0,0.0,11,158,72,197,8,22,47,79,5,9,23,35,24,188,141,310,0,1,1,1,0,0,0,0,NAM PHAN,VAUGHAN LEE,2014-03-01,-160.0,150.0,"Macau, China",China,900.0,120.0,246.0,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
SAI WANG,ZHANG LIPENG,2014-03-01,The Fire Kylin,The Warrior,L,W,blue_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Jerin Valel,Howard Hughes 28 - 29. Tom Harris 30 - 27. Chris Watts 28 - 29.,Ultimate Fighter China Welterweight Tournament Title Bout,belt,UFC Fight Night: Kim vs Hathaway,"Macau, China",0,0,31 of 79,10 of 25,39.0,40.0,100 of 172,37 of 60,0 of 0,4 of 10,,40.0,0,2,2,0,7:11,3:30,14 of 47,4 of 15,3 of 9,0 of 3,14 of 23,6 of 7,15 of 46,8 of 22,6 of 12,1 of 1,10 of 21,1 of 2,45.0,40.0,9.0,0.0,45.0,60.0,48.0,80.0,19.0,10.0,32.0,10.0,,,300,31,79,10,25,39.0,40.0,100,172,37,60,0,0,4,10,,40.0,14,47,4,15,3,9,0,3,14,23,6,7,15,46,8,22,6,12,1,1,10,21,1,2,SAI WANG,ZHANG LIPENG,2014-03-01,-295.0,265.0,"Macau, China",China,,369.0,,,,,,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ALEXIS DAVIS,JESSICA EYE,2014-02-22,,Evil,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Junichiro Kamijo 28 - 29. Chris Lee 29 - 28. Marcos Rosales 28 - 29.,Women's Bantamweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,53 of 113,47 of 111,46.0,42.0,112 of 175,69 of 135,2 of 3,0 of 0,66.0,,0,0,0,0,4:53,1:09,25 of 64,39 of 97,6 of 12,0 of 1,22 of 37,8 of 13,40 of 91,40 of 98,7 of 14,7 of 13,6 of 8,0 of 0,47.0,82.0,11.0,0.0,41.0,17.0,75.0,85.0,13.0,14.0,11.0,0.0,,,300,53,113,47,111,46.0,42.0,112,175,69,135,2,3,0,0,66.0,,25,64,39,97,6,12,0,1,22,37,8,13,40,91,40,98,7,14,7,13,6,8,0,0,ALEXIS DAVIS,JESSICA EYE,2014-02-22,-150.0,140.0,"Las Vegas, Nevada, USA",USA,900.0,183.0,180.0,300.0,2800.0,1050.0,1050.0,Red,0.0,5.0,3.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,both
CODY GIBSON,ALJAMAIN STERLING,2014-02-22,The Renegade,Funk Master,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29. Mark Smith 28 - 29. Glenn Trowbridge 28 - 29.,Bantamweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",0,0,18 of 53,46 of 89,33.0,51.0,35 of 73,132 of 177,4 of 6,3 of 5,66.0,60.0,1,3,0,0,3:10,7:54,9 of 36,23 of 57,8 of 13,17 of 22,1 of 4,6 of 10,5 of 26,11 of 39,11 of 23,25 of 37,2 of 4,10 of 13,50.0,50.0,44.0,36.0,5.0,13.0,27.0,23.0,61.0,54.0,11.0,21.0,,,300,18,53,46,89,33.0,51.0,35,73,132,177,4,6,3,5,66.0,60.0,9,36,23,57,8,13,17,22,1,4,6,10,5,26,11,39,11,23,25,37,2,4,10,13,CODY GIBSON,ALJAMAIN STERLING,2014-02-22,280.0,-340.0,"Las Vegas, Nevada, USA",USA,900.0,436.0,140.0,1350.0,195.0,1145.0,900.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
DANIEL CORMIER,PATRICK CUMMINS,2014-02-22,DC,Durkin,W,L,red_win,KO/TKO,1,1:19,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head In Clinch,Light Heavyweight Bout,,UFC 170: Rousey vs McMann,"Las Vegas, Nevada, USA",1,0,18 of 37,8 of 22,48.0,36.0,20 of 39,8 of 22,0 of 0,0 of 3,,0.0,0,0,0,0,0:09,0:00,16 of 35,5 of 18,2 of 2,1 of 1,0 of 0,2 of 3,4 of 18,7 of 21,5 of 6,1 of 1,9 of 13,0 of 0,88.0,62.0,11.0,12.0,0.0,25.0,22.0,87.0,27.0,12.0,50.0,0.0,,,79,18,37,8,22,48.0,36.0,20,39,8,22,0,0,0,3,,0.0,16,35,5,18,2,2,1,1,0,0,2,3,4,18,7,21,5,6,1,1,9,13,0,0,DANIEL CORMIER,PATRICK CUMMINS,2014-02-22,-750.0,600.0,"Las Vegas, Nevada, USA",USA,79.0,209.0,847.0,1040.0,2785.0,-165.0,2100.0,neither,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,both
