winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_kd,delta_sig_str_pct,delta_total_str_pct,delta_td_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs,time_seconds
REINIER DE RIDDER,ROBERT WHITTAKER,2025-07-26,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Middleweight Bout,UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,Orthodox,blue,-1.0,0.0,20.14,13.0,0.0,0.0,510.0,-6.88,7.86,0.0,0.73,1.82,-11.9,-32.0,32.0,0.0,3.0,7.0,-11.0,,,,,,,,,,,300
SHARA MAGOMEDOV,MARC-ANDRE BARRIAULT,2025-07-26,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,red,0.0,15.0,7.32,-33.0,0.0,0.0,-213.0,6.78,13.4,38.89,24.87,-8.79,50.0,-16.0,-4.0,20.0,9.0,-14.0,5.0,2.54,-2.54,1.3,16.0,-0.5,-12.0,-0.55,-28.0,4.0,0.0,300
ISLAM DULATOV,ADAM FUGITT,2025-07-19,KO/TKO,1.0,4:06,3 Rnd (5-5-5),Welterweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",,,blue,1.0,0.0,-2.9,0.0,0.0,0.0,-57.0,14.7,50.0,0.0,-10.81,41.67,100.0,45.0,0.0,-46.0,-16.0,2.0,14.0,,,,,,,,,,,246
ATEBA GAUTIER,ROBERT VALENTIN,2025-07-19,KO/TKO,1.0,1:10,3 Rnd (5-5-5),Middleweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Switch,Orthodox,red,1.0,11.0,11.35,0.0,0.0,0.0,1.0,13.73,100.0,-100.0,8.48,100.0,66.67,34.0,15.0,-50.0,-16.0,5.0,10.0,5.08,10.16,3.02,-12.0,-0.12,21.0,-0.18,50.0,38.0,-1.8,70
BRUNNO FERREIRA,JACKSON MCVEY,2025-07-19,Submission,1.0,3:35,3 Rnd (5-5-5),Middleweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Southpaw,red,0.0,51.0,55.15,100.0,1.0,0.0,59.0,56.92,0.0,100.0,48.33,0.0,100.0,-18.0,-11.0,28.0,-15.0,0.0,14.0,-15.24,-12.7,-3.24,-20.0,0.38,28.0,1.0,22.0,50.0,-0.6,215
CARLI JUDICE,NICOLLE CALIARI,2025-07-19,KO/TKO,3.0,1:30,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",,Orthodox,red,1.0,17.0,16.14,-12.0,0.0,0.0,18.0,13.45,50.0,-75.0,15.1,16.66,100.0,-4.0,13.0,-9.0,-5.0,3.0,2.0,,,,,,,,,,,90
PATRICIO FREIRE,DAN IGE,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",,Orthodox,blue,0.0,19.0,21.59,55.0,0.0,0.0,156.0,25.41,24.78,-20.0,16.36,21.82,40.0,25.0,-15.0,-10.0,-4.0,10.0,-5.0,-5.08,-15.24,-1.11,-5.0,1.07,2.0,-1.08,-9.0,35.0,0.1,300
NIKOLAY VERETENNIKOV,FRANCISCO PRADO,2025-07-19,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Orthodox,blue,0.0,-8.0,-4.93,3.0,-1.0,1.0,-256.0,-17.59,42.05,0.0,-9.51,-11.76,-26.15,-15.0,27.0,-12.0,-12.0,16.0,-5.0,7.62,12.7,-0.94,13.0,-0.88,-7.0,-0.36,-3.0,22.0,-0.4,300
JIMMY CRUTE,MARCIN PRACHNIO,2025-07-19,Submission,1.0,4:42,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Orthodox,red,0.0,-31.0,-27.78,50.0,2.0,0.0,130.0,-5.55,-90.0,-100.0,-22.9,-100.0,0.0,67.0,-42.0,-23.0,19.0,-28.0,11.0,-2.54,0.0,-1.04,10.0,-1.4,-4.0,4.33,75.0,60.0,2.4,282
DANIEL RODRIGUEZ,KEVIN HOLLAND,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Southpaw,Orthodox,blue,1.0,4.0,5.11,-25.0,0.0,0.0,87.0,4.17,-9.09,24.24,6.67,22.75,-6.99,-1.0,1.0,0.0,-3.0,-13.0,16.0,-5.08,-17.78,3.44,-3.0,2.91,7.0,0.55,26.0,33.0,-0.3,300
VINICIUS OLIVEIRA,KYLER PHILLIPS,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Switch,Orthodox,blue,1.0,9.0,8.24,25.0,0.0,0.0,131.0,6.11,-7.09,-14.29,5.71,71.43,66.67,-13.0,1.0,12.0,-18.0,5.0,12.0,2.54,-5.08,0.69,4.0,-0.97,0.0,-1.55,-4.0,-4.0,-0.1,300
BRENDAN ALLEN,MARVIN VETTORI,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Southpaw,blue,0.0,6.0,7.18,75.0,0.0,-1.0,10.0,3.33,6.83,14.29,6.37,20.0,-5.0,-12.0,12.0,1.0,0.0,0.0,1.0,5.08,2.54,-1.03,7.0,0.59,-19.0,0.19,-4.0,-21.0,0.3,300
MAX HOLLOWAY,DUSTIN POIRIER,2025-07-19,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Lightweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Southpaw,red,0.0,10.0,10.42,0.0,-1.0,0.0,80.0,0.71,20.0,-16.19,9.87,-50.0,2.9,-34.0,27.0,7.0,-2.0,-2.0,5.0,5.08,-7.62,1.67,-4.0,0.41,6.0,-1.26,35.0,23.0,-1.0,300
MICHAEL JOHNSON,DANIEL ZELLHUBER,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Southpaw,,red,1.0,13.0,12.76,0.0,0.0,0.0,14.0,11.8,-4.4,11.9,12.96,-100.0,-50.0,-3.0,1.0,2.0,0.0,-1.0,2.0,,,,,,,,,,,300
PAULO COSTA,ROMAN KOPYLOV,2025-07-19,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,Southpaw,red,1.0,16.0,16.81,0.0,0.0,0.0,13.0,1.49,19.13,0.0,15.55,100.0,60.0,-26.0,12.0,14.0,-13.0,3.0,9.0,2.54,-7.62,1.61,9.0,0.88,-4.0,-0.82,-8.0,-11.0,0.0,300
RYAN SPANN,LUKASZ BRZESKI,2025-07-19,Submission,1.0,2:47,3 Rnd (5-5-5),Heavyweight Bout,UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",Orthodox,,red,0.0,-20.0,-40.03,100.0,2.0,0.0,134.0,17.11,0.0,-100.0,-42.5,0.0,66.67,80.0,0.0,-80.0,-75.0,0.0,75.0,,,,,,,,,,,167
STEVE GARCIA,CALVIN KATTAR,2025-07-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Southpaw,Orthodox,blue,1.0,13.0,12.86,0.0,0.0,0.0,-18.0,6.9,19.31,-23.08,13.0,0.0,0.0,-19.0,16.0,4.0,0.0,0.0,0.0,2.54,7.62,0.39,6.0,-5.94,9.0,0.4,10.0,0.0,0.4,300
DERRICK LEWIS,TALLISON TEIXEIRA,2025-07-12,KO/TKO,1.0,0:35,5 Rnd (5-5-5-5-5),Heavyweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,Orthodox,red,1.0,-8.0,-12.38,0.0,0.0,0.0,12.0,-10.0,100.0,0.0,-26.67,50.0,66.67,-12.0,11.0,0.0,-78.0,11.0,66.0,-10.16,-10.16,-2.44,-14.0,-1.31,-3.0,-1.87,-5.0,51.0,0.0,35
FATIMA KLINE,MELISSA MARTINEZ,2025-07-12,KO/TKO,3.0,2:36,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",,,red,1.0,14.0,10.49,0.0,0.0,0.0,8.0,17.34,-9.04,14.29,9.59,85.71,71.43,9.0,-6.0,-4.0,-19.0,13.0,5.0,,,,,,,,,,,156
JAKE MATTHEWS,CHIDI NJOKUANI,2025-07-12,Submission,1.0,1:09,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,,red,0.0,-8.0,5.56,100.0,1.0,0.0,29.0,42.86,-50.0,-100.0,-10.0,0.0,0.0,100.0,-60.0,-40.0,-14.0,13.0,0.0,-10.16,,1.43,-7.0,0.85,11.0,1.36,41.0,-14.0,0.7,69
TUCO TOKKOS,JUNIOR TAFA,2025-07-12,Submission,2.0,4:25,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,Orthodox,blue,0.0,-13.0,-9.71,55.0,1.0,-1.0,444.0,-18.82,-100.0,100.0,1.58,-100.0,-3.29,-24.0,-12.0,36.0,11.0,-41.0,30.0,2.54,2.54,-0.94,-11.0,1.0,-6.0,2.87,36.0,-39.0,0.6,265
VALTER WALKER,KENNEDY NZECHUKWU,2025-07-12,Submission,1.0,0:54,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",,Southpaw,blue,0.0,36.0,36.36,50.0,1.0,0.0,25.0,36.36,0.0,0.0,25.0,42.86,0.0,67.0,-34.0,-33.0,-8.0,41.0,-33.0,,,,,,,,,,,54
EDUARDA MOURA,LAUREN MURPHY,2025-07-12,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",,Orthodox,blue,0.0,1.0,-7.59,44.0,-2.0,0.0,119.0,-2.86,50.0,91.67,3.06,-80.0,0.0,-19.0,1.0,17.0,11.0,-10.0,0.0,,,,,,,,,,,300
CHRIS CURTIS,MAX GRIFFIN,2025-07-12,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,Orthodox,blue,0.0,8.0,9.78,0.0,0.0,0.0,-49.0,7.48,19.04,30.0,7.8,16.67,0.0,4.0,5.0,-8.0,-3.0,3.0,0.0,-2.54,,3.53,23.0,1.65,2.0,-1.44,-41.0,-69.0,-0.2,300
MIKE DAVIS,MITCH RAMIREZ,2025-07-12,KO/TKO,2.0,4:08,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,,blue,1.0,16.0,13.39,50.0,2.0,0.0,257.0,22.96,-5.0,-25.0,15.65,-83.33,100.0,9.0,16.0,-25.0,3.0,-9.0,6.0,,,,,,,,,,,248
MORGAN CHARRIERE,NATE LANDWEHR,2025-07-12,KO/TKO,3.0,0:27,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",,Orthodox,blue,1.0,11.0,10.01,40.0,0.0,0.0,41.0,2.97,7.93,32.35,10.43,66.67,25.0,-24.0,6.0,17.0,-5.0,2.0,1.0,,,,,,,,,,,27
GABRIEL BONFIM,STEPHEN THOMPSON,2025-07-12,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",Orthodox,Orthodox,blue,0.0,10.0,1.36,35.0,0.0,-1.0,301.0,-1.1,13.33,13.03,7.73,25.71,-50.0,-20.0,-21.0,41.0,-3.0,8.0,-4.0,2.54,-7.62,0.52,4.0,0.81,6.0,2.25,8.0,0.0,1.0,300
VITOR PETRINO,AUSTEN LANE,2025-07-12,Submission,1.0,4:16,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",,Orthodox,red,0.0,-25.0,2.27,100.0,2.0,0.0,183.0,50.0,-50.0,-50.0,-25.0,0.0,50.0,66.0,-33.0,-33.0,-67.0,0.0,66.0,,,,,,,,,,,256
ALEXANDRE PANTOJA,KAI KARA-FRANCE,2025-06-28,Submission,3.0,1:55,5 Rnd (5-5-5-5-5),UFC Flyweight Title Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-1.0,-0.86,50.0,2.0,0.0,430.0,-3.16,20.0,-20.0,-0.64,-100.0,0.0,-2.0,2.0,-1.0,3.0,-2.0,-1.0,2.54,-5.08,-0.72,8.0,-0.45,-13.0,0.41,12.0,-18.0,0.9,115
BENEIL DARIUSH,RENATO MOICANO,2025-06-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,-1.0,2.0,3.71,100.0,0.0,-1.0,273.0,-6.98,0.0,17.54,3.17,0.0,-28.57,-27.0,5.0,22.0,3.0,-5.0,2.0,-2.54,0.0,-0.36,0.0,-0.92,-2.0,0.53,-2.0,18.0,0.2,300
JOSHUA VAN,BRANDON ROYVAL,2025-06-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,1.0,20.0,21.05,0.0,0.0,0.0,9.0,17.06,4.57,18.89,21.59,11.57,37.5,-16.0,8.0,8.0,-7.0,5.0,1.0,-10.16,-7.62,4.66,11.0,2.94,11.0,0.03,-39.0,22.0,-2.2,300
JOSE DELGADO,HYDER AMIL,2025-06-28,KO/TKO,1.0,0:26,3 Rnd (5-5-5),Featherweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",,Switch,blue,1.0,21.0,21.82,0.0,0.0,0.0,2.0,77.78,100.0,-100.0,20.0,66.67,100.0,77.0,22.0,-100.0,-56.0,22.0,33.0,,,,,,,,,,,26
ILIA TOPURIA,CHARLES OLIVEIRA,2025-06-28,KO/TKO,1.0,2:27,5 Rnd (5-5-5-5-5),UFC Lightweight Title Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,16.0,19.44,0.0,0.0,0.0,40.0,36.41,50.0,-66.67,17.86,-50.0,60.0,47.0,-8.0,-40.0,-3.0,-11.0,14.0,-7.62,-12.7,1.6,-2.0,1.03,8.0,-0.91,13.0,38.0,-1.9,147
GREGORY RODRIGUES,JACK HERMANSSON,2025-06-28,KO/TKO,1.0,4:21,3 Rnd (5-5-5),Middleweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-26.0,-25.98,0.0,0.0,0.0,3.0,-28.61,-25.0,0.0,-26.99,0.0,0.0,-19.0,27.0,-8.0,0.0,0.0,0.0,5.08,-5.08,1.01,12.0,4.31,-2.0,-1.96,-34.0,-75.0,-0.7,261
JHONATA DINIZ,ALVIN HINES,2025-06-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",,,red,0.0,30.0,29.62,-10.0,0.0,0.0,-5.0,33.75,-29.55,16.67,30.76,-33.34,0.0,15.0,-23.0,7.0,2.0,-2.0,0.0,,,,,,,,,,,300
JACOBE SMITH,NIKO PRICE,2025-06-28,Submission,2.0,4:03,3 Rnd (5-5-5),Welterweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",,Orthodox,blue,0.0,7.0,11.75,100.0,1.0,0.0,341.0,14.9,22.86,0.0,-1.44,25.0,20.97,29.0,-3.0,-26.0,-32.0,-4.0,36.0,,,,,,,,,,,243
PAYTON TALBOTT,FELIPE LIMA,2025-06-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",,,red,0.0,6.0,5.93,-20.0,0.0,1.0,86.0,11.18,-28.57,0.0,-0.6,25.0,-13.04,16.0,-15.0,-1.0,-18.0,-8.0,26.0,,,,,,,,,,,300
TERRANCE MCKINNEY,VIACHESLAV BORSHCHEV,2025-06-28,Submission,1.0,0:55,3 Rnd (5-5-5),Lightweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Switch,,red,0.0,-50.0,-50.0,100.0,2.0,0.0,47.0,50.0,-100.0,-100.0,-100.0,0.0,50.0,100.0,-50.0,-50.0,-100.0,0.0,100.0,,,,,,,,,,,55
TRACY CORTEZ,VIVIANE ARAUJO,2025-06-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 317: Topuria vs. Oliveira,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,20.0,14.81,60.0,1.0,0.0,394.0,29.07,-42.86,-42.86,5.7,-60.0,86.67,9.0,-1.0,-7.0,-50.0,-10.0,60.0,2.54,-7.62,-1.3,5.0,-2.86,2.0,0.67,-22.0,-9.0,-0.2,300
CURTIS BLAYDES,RIZVAN KUNIEV,2025-06-21,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Orthodox,,red,0.0,17.0,24.23,13.0,0.0,0.0,295.0,9.89,-5.0,-5.0,16.03,25.64,0.0,-24.0,-3.0,27.0,1.0,-1.0,0.0,,,,,,,,,,,300
DARIA ZHELEZNIAKOVA,MELISSA MULLINS,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Orthodox,Orthodox,red,0.0,1.0,-1.49,-50.0,0.0,0.0,-175.0,4.27,-22.96,-90.0,2.19,-66.67,0.0,0.0,14.0,-14.0,3.0,-3.0,0.0,5.08,0.0,0.46,-9.0,-0.77,11.0,-1.89,54.0,-35.0,0.0,300
MOHAMMED USMAN,HAMDY ABDELWAHAB,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",,,blue,0.0,4.0,3.69,0.0,0.0,0.0,-2.0,0.72,-0.99,-34.62,3.32,0.0,0.0,-10.0,29.0,-19.0,0.0,0.0,0.0,,,,,,,,,,,300
KLAUDIA SYGULA,IRINA ALEKSEEVA,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",,,blue,0.0,20.0,25.9,50.0,0.0,0.0,32.0,18.44,18.39,48.29,20.27,20.83,75.0,7.0,-5.0,-3.0,0.0,-3.0,2.0,,,,,,,,,,,300
JUNYONG PARK,ISMAIL NAURDIEV,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Orthodox,Orthodox,blue,0.0,-8.0,-2.02,-25.0,1.0,0.0,314.0,-2.11,-6.96,-70.0,-11.18,-7.06,75.0,34.0,-24.0,-9.0,-4.0,-2.0,5.0,0.0,-2.54,1.07,-5.0,1.6,-9.0,2.15,-7.0,-25.0,-0.2,300
KHALIL ROUNTREE JR.,JAMAHAL HILL,2025-06-21,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Light Heavyweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Southpaw,Southpaw,blue,1.0,16.0,15.89,0.0,0.0,0.0,0.0,-0.13,19.45,0.0,16.35,0.0,-100.0,-39.0,31.0,8.0,2.0,0.0,-1.0,-7.62,-7.62,-4.84,-14.0,0.48,0.0,0.0,0.0,-3.0,0.2,300
MUHAMMAD NAIMOV,BOGDAN GRAD,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Orthodox,,red,0.0,-15.0,3.14,3.0,1.0,0.0,-136.0,1.11,26.32,0.0,-7.13,-22.22,0.0,39.0,-29.0,-10.0,30.0,-30.0,0.0,,,,,,,,,,,300
NAZIM SADYKHOV,NIKOLAS MOTTA,2025-06-21,KO/TKO,2.0,4:17,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Southpaw,Orthodox,red,0.0,20.0,18.11,0.0,0.0,0.0,73.0,18.81,-7.41,8.89,13.21,32.29,66.67,-5.0,2.0,2.0,-19.0,17.0,2.0,2.54,-2.54,1.89,21.0,1.82,-17.0,1.08,45.0,-28.0,0.2,257
RAFAEL FIZIEV,IGNACIO BAHAMONDES,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Switch,Orthodox,red,0.0,20.0,24.12,100.0,0.0,0.0,30.0,21.76,-2.94,22.07,20.36,33.93,50.0,4.0,14.0,-19.0,-11.0,2.0,8.0,-17.78,-10.16,-4.07,-2.0,2.15,-17.0,1.0,71.0,-10.0,0.0,300
SEOKHYEON KO,OBAN ELLIOTT,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",,,red,0.0,22.0,15.49,66.0,1.0,0.0,511.0,39.02,8.33,8.33,13.75,-50.0,69.57,55.0,-45.0,-11.0,-48.0,-1.0,48.0,,,,,,,,,,,300
TAGIR ULANBEKOV,AZAT MAKSUM,2025-06-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",Southpaw,,red,0.0,19.0,15.27,-42.0,1.0,0.0,166.0,22.35,25.0,-50.0,20.46,19.24,0.0,18.0,-16.0,-2.0,11.0,-11.0,0.0,,,,,,,,,,,300
MYKTYBEK OROLBAI,TOFIQ MUSAYEV,2025-06-21,Submission,1.0,4:35,3 Rnd (5-5-5),Catch Weight Bout,UFC Fight Night: Hill vs. Rountree Jr.,"Baku, Azerbaijan",,,blue,0.0,-5.0,-13.91,60.0,1.0,0.0,208.0,28.57,-100.0,0.0,-8.33,0.0,33.33,100.0,-100.0,0.0,-50.0,0.0,50.0,,,,,,,,,,,275
ALONZO MENIFIELD,OUMAR SY,2025-06-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Orthodox,,red,0.0,-2.0,-0.01,-20.0,0.0,0.0,-253.0,0.75,15.0,10.71,-1.7,0.0,0.0,11.0,-6.0,-6.0,0.0,0.0,0.0,,,,,,,,,,,300
JOSE OCHOA,CODY DURDEN,2025-06-14,KO/TKO,2.0,0:11,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Southpaw,Southpaw,blue,1.0,16.0,23.07,-50.0,0.0,0.0,-89.0,25.21,0.0,-11.11,12.18,60.0,66.67,-6.0,12.0,-6.0,-8.0,10.0,-1.0,0.0,0.0,1.92,3.0,-0.95,8.0,-3.69,-24.0,9.0,0.2,11
RAONI BARCELOS,CODY GARBRANDT,2025-06-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Orthodox,Orthodox,blue,0.0,14.0,5.7,9.0,0.0,-1.0,100.0,14.27,-42.86,-14.29,17.84,-41.27,0.0,1.0,-10.0,9.0,11.0,-11.0,0.0,-2.54,5.08,1.3,14.0,0.91,-5.0,1.67,-2.0,-13.0,0.7,300
EDMEN SHAHBAZYAN,ANDRE PETROSKI,2025-06-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Orthodox,Switch,red,1.0,-2.0,0.37,-33.0,0.0,0.0,-8.0,7.07,-28.64,10.0,-1.48,-50.0,42.86,25.0,-18.0,-8.0,-3.0,-2.0,5.0,5.08,2.54,1.31,-1.0,0.88,-1.0,-1.7,-16.0,-20.0,-0.8,300
JAMEY-LYN HORTH,VANESSA DEMOPOULOS,2025-06-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Orthodox,Orthodox,red,0.0,30.0,29.25,66.0,0.0,0.0,87.0,34.79,12.04,33.33,30.78,22.73,100.0,22.0,-24.0,1.0,6.0,-9.0,2.0,12.7,17.78,2.2,6.0,-0.49,13.0,0.98,42.0,80.0,-1.8,300
KAMARU USMAN,JOAQUIN BUCKLEY,2025-06-14,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Welterweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Switch,Southpaw,red,0.0,12.0,23.69,30.0,0.0,0.0,777.0,14.77,0.0,-100.0,3.41,-25.0,65.38,15.0,-8.0,-6.0,-40.0,-2.0,41.0,5.08,0.0,1.04,18.0,-0.77,0.0,1.79,2.0,30.0,0.0,300
MALCOLM WELLMAKER,KRIS MOUTINHO,2025-06-14,KO/TKO,1.0,2:37,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",Switch,,red,1.0,42.0,39.1,0.0,0.0,0.0,8.0,34.79,40.0,-16.67,38.03,100.0,0.0,-6.0,20.0,-13.0,-12.0,12.0,0.0,,,,,,,,,,,157
