fighter_name,height,weight,reach,stance,date_of_birth,slpm,str_acc,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_def,sub_avg,str_acc_num,takedowns_acc_num,weight_lbs,reach_inches
Aaron Ely,"5' 8""",135 lbs.,,,1989-03-18,0.82,15%,0.66,69%,2.47,100%,50%,4.9,15.0,100.0,135.0,
Sovannahry Em,"5' 4""",135 lbs.,,,1992-06-26,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Aleksander Emelianenko,"6' 6""",255 lbs.,,Orthodox,1981-08-02,2.75,41%,1.7,65%,2.32,72%,66%,0.9,41.0,72.0,255.0,
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,1981-07-30,2.5,30%,2.83,64%,2.02,52%,65%,0.4,30.0,52.0,155.0,70.0
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,1987-05-23,2.5,45%,1.98,66%,2.33,29%,66%,0.5,45.0,29.0,170.0,76.0
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,1985-03-04,4.32,39%,4.02,63%,1.43,47%,50%,0.1,39.0,47.0,145.0,70.0
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,1989-07-24,5.75,52%,4.65,54%,2.9,53%,100%,0.0,52.0,53.0,145.0,74.0
Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,1976-09-28,3.18,51%,1.0,63%,2.0,63%,82%,1.9,51.0,63.0,230.0,74.0
Kevin Engel,"6' 2""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Marius Enache,"5' 11""",155 lbs.,,,1975-10-16,1.71,34%,0.66,84%,3.94,100%,0%,3.9,34.0,100.0,155.0,
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,1991-08-10,2.38,36%,3.55,37%,0.87,16%,0%,0.0,36.0,16.0,170.0,77.0
Alex Enlund,"5' 10""",145 lbs.,,Orthodox,1987-05-27,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Ian Entwistle,"5' 5""",135 lbs.,,Orthodox,1986-11-19,0.11,7%,7.36,31%,0.0,0%,0%,12.1,7.0,0.0,135.0,
Kenny Ento,"6' 2""",192 lbs.,,,,8.41,79%,0.0,100%,5.49,100%,0%,11.0,79.0,100.0,192.0,
Won Jin Eoh,"5' 7""",160 lbs.,,Orthodox,,3.74,44%,3.58,46%,0.0,0%,50%,0.0,44.0,0.0,160.0,
Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,1991-08-15,3.51,23%,5.32,57%,0.0,0%,58%,0.0,23.0,0.0,185.0,78.0
Josh Epps,,130 lbs.,,,1986-08-23,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,130.0,
Tom Erikson,"6' 3""",280 lbs.,,Orthodox,,0.94,47%,1.87,25%,4.68,60%,100%,6.2,47.0,60.0,280.0,
Konstantin Erokhin,"5' 11""",230 lbs.,,Orthodox,1983-01-31,1.07,36%,1.83,47%,0.0,0%,70%,0.0,36.0,0.0,230.0,
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,1989-07-31,5.07,47%,5.72,50%,1.32,54%,58%,0.9,47.0,54.0,145.0,74.0
Nick Ertl,"5' 9""",155 lbs.,,,,1.34,69%,1.59,41%,1.88,50%,0%,0.0,69.0,50.0,155.0,
Chel Erwin-Davis,"6' 0""",170 lbs.,,,,4.06,54%,1.13,61%,4.25,100%,50%,1.4,54.0,100.0,170.0,
Bobby Escalante,,130 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,130.0,
Eric Esch,"5' 11""",350 lbs.,,Orthodox,1968-08-03,3.07,71%,1.74,43%,0.0,0%,0%,2.0,71.0,0.0,350.0,
Pro Escobedo,,205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,1981-08-30,1.77,43%,4.32,49%,0.43,33%,13%,0.0,43.0,33.0,135.0,72.0
Evan Esguerra,,145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,1986-01-15,2.92,44%,2.3,63%,1.31,40%,66%,0.8,44.0,40.0,155.0,71.0
Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,1987-10-10,2.29,42%,2.85,53%,3.44,35%,48%,0.3,42.0,35.0,115.0,63.0
Juan Espino,"6' 3""",250 lbs.,"80""",,1980-10-09,4.32,80%,0.54,42%,14.19,77%,0%,6.1,80.0,77.0,250.0,80.0
Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,1986-05-07,4.1,31%,7.37,52%,0.75,21%,83%,0.0,31.0,21.0,115.0,64.0
Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,1989-11-08,4.22,52%,2.94,57%,0.75,28%,70%,0.2,52.0,28.0,125.0,69.0
Fred Ettish,"6' 0""",180 lbs.,,Southpaw,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,180.0,
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,1986-01-11,2.16,35%,2.53,67%,0.43,30%,39%,1.4,35.0,30.0,155.0,73.0
Scott Ettling,,135 lbs.,,,,0.0,0%,0.54,83%,8.04,100%,0%,0.0,0.0,100.0,135.0,
Sijara Eubanks,"5' 4""",135 lbs.,"67""",Orthodox,1985-04-27,4.52,43%,3.69,57%,1.88,46%,65%,0.4,43.0,46.0,135.0,67.0
Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,1980-10-07,4.51,40%,3.96,61%,1.6,19%,61%,0.2,40.0,19.0,155.0,68.0
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,1979-09-25,2.14,37%,2.42,63%,2.98,44%,73%,0.0,37.0,44.0,205.0,75.0
Doug Evans,"5' 9""",155 lbs.,,Orthodox,1980-10-10,1.79,35%,2.55,55%,3.19,83%,69%,0.6,35.0,83.0,155.0,
Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,1987-07-09,4.54,34%,4.69,55%,1.1,23%,66%,0.0,34.0,23.0,135.0,67.0
Dan Evensen,"6' 3""",250 lbs.,,Orthodox,1974-06-01,0.27,10%,3.86,38%,0.0,0%,0%,4.0,10.0,0.0,250.0,
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,1981-06-04,1.16,42%,4.02,38%,0.93,30%,33%,0.9,42.0,30.0,135.0,70.0
Andre Ewell,"5' 8""",135 lbs.,"75""",Southpaw,1988-01-21,4.42,41%,4.25,52%,0.29,66%,70%,0.1,41.0,66.0,135.0,75.0
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,1994-02-11,4.7,44%,2.83,64%,2.75,37%,70%,0.0,44.0,37.0,145.0,72.0
Neal Ewing,,185 lbs.,,,1985-09-30,2.27,60%,1.93,48%,5.0,62%,0%,0.0,60.0,62.0,185.0,
Edward Faaloloto,,155 lbs.,"70""",,1984-07-15,2.28,32%,6.25,44%,1.01,25%,33%,0.0,32.0,25.0,155.0,70.0
Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,1986-07-27,3.76,37%,4.01,55%,0.45,40%,57%,0.5,37.0,40.0,125.0,66.0
Wagnney Fabiano,"5' 6""",145 lbs.,"69""",Southpaw,1975-07-14,1.19,38%,0.66,70%,3.44,64%,100%,0.4,38.0,64.0,145.0,69.0
Melinda Fabian,"5' 6""",125 lbs.,"66""",,1987-06-25,4.03,41%,4.0,62%,0.0,0%,100%,0.0,41.0,0.0,125.0,66.0
Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,1979-05-14,2.65,40%,2.59,64%,1.54,30%,58%,0.8,40.0,30.0,135.0,67.0
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,1979-08-16,0.39,40%,8.9,42%,0.0,0%,0%,0.0,40.0,0.0,205.0,
Jason Fairn,"6' 1""",230 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,230.0,
Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,1986-04-26,2.2,69%,1.35,53%,7.08,69%,80%,0.0,69.0,69.0,170.0,75.0
Rinat Fakhretdinov,"6' 0""",185 lbs.,,,1991-09-28,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Zarah Fairn,"5' 8""",145 lbs.,"72""",Orthodox,1986-12-12,1.98,45%,6.61,39%,0.0,0%,50%,0.0,45.0,0.0,145.0,72.0
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,1981-03-08,1.67,55%,0.53,86%,1.0,100%,71%,3.0,55.0,100.0,185.0,
Brodie Farber,"6' 1""",170 lbs.,,Orthodox,1980-07-05,1.69,45%,2.17,53%,0.9,50%,20%,0.9,45.0,50.0,170.0,
Joao Paulo Faria,"5' 9""",155 lbs.,,,,6.69,64%,2.09,85%,1.25,50%,0%,1.2,64.0,50.0,155.0,
Chance Farrar,"5' 9""",145 lbs.,,Southpaw,1975-09-11,0.81,22%,2.21,67%,3.02,100%,0%,0.0,22.0,100.0,145.0,
Rico Farrington,"6' 4""",170 lbs.,"79""",Southpaw,1989-06-19,6.33,41%,7.2,51%,0.0,0%,20%,0.0,41.0,0.0,170.0,79.0
Kalindra Faria,"5' 7""",125 lbs.,,Switch,1986-07-23,2.23,56%,1.44,45%,1.31,66%,20%,0.7,56.0,66.0,125.0,
Kelly Faszholz,"5' 8""",135 lbs.,,Orthodox,1985-04-09,4.01,48%,3.61,52%,0.0,0%,44%,0.0,48.0,0.0,135.0,
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,,2.3,53%,1.6,54%,4.5,100%,25%,0.0,53.0,100.0,215.0,
Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,1995-01-12,4.42,45%,4.6,47%,0.0,0%,70%,0.0,45.0,0.0,245.0,75.0
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,1984-04-25,3.7,44%,3.44,48%,0.29,28%,64%,0.2,44.0,28.0,155.0,70.0
Kevin Ferguson,"6' 2""",235 lbs.,"77""",Orthodox,1974-02-08,2.3,50%,3.41,38%,3.1,72%,36%,1.2,50.0,72.0,235.0,77.0
JP Felty,,170 lbs.,,,1979-04-28,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Josh Ferguson,"5' 5""",125 lbs.,,Orthodox,1988-05-13,2.13,43%,4.18,32%,0.59,11%,54%,0.0,43.0,11.0,125.0,
Rhadi Ferguson,"5' 7""",205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,1984-02-12,5.46,45%,3.94,59%,0.45,42%,70%,1.1,45.0,42.0,155.0,76.0
CJ Fernandes,"6' 2""",170 lbs.,,,1977-11-13,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Bibiano Fernandes,"5' 7""",139 lbs.,,Orthodox,1980-03-30,2.91,40%,2.02,72%,3.97,53%,77%,0.6,40.0,53.0,139.0,
Alexandre Ferreira,"5' 7""",205 lbs.,,Orthodox,1979-04-25,2.57,60%,8.14,42%,0.0,0%,0%,0.0,60.0,0.0,205.0,
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,1985-02-15,1.9,42%,2.44,53%,2.69,53%,84%,0.5,42.0,53.0,185.0,78.0
Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,1985-01-18,4.85,37%,3.26,58%,0.89,26%,68%,0.9,37.0,26.0,155.0,74.0
Timo Feucht,"6' 3""",205 lbs.,"79""",Orthodox,1996-01-18,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,79.0
Scott Ferrozzo,"5' 11""",323 lbs.,,Orthodox,1965-04-26,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,323.0,
Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,1979-12-14,2.33,41%,2.29,57%,1.3,35%,30%,2.2,41.0,35.0,155.0,70.0
Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,235.0,
Ron Fields,"6' 2""",200 lbs.,,Orthodox,1974-11-18,0.33,33%,2.64,11%,0.0,0%,0%,0.0,33.0,0.0,200.0,
Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,1987-12-18,3.38,56%,3.35,50%,1.57,50%,61%,2.4,56.0,50.0,125.0,68.0
Francisco Figueiredo,"5' 6""",135 lbs.,"69""",Southpaw,1989-10-23,1.93,54%,2.07,76%,4.0,66%,100%,0.0,54.0,66.0,135.0,69.0
Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,1984-07-31,2.57,39%,3.06,51%,0.2,100%,37%,0.6,39.0,100.0,135.0,69.0
Anthony Figueroa,"5' 4""",135 lbs.,,Orthodox,,2.37,48%,3.77,49%,0.0,0%,58%,0.0,48.0,0.0,135.0,
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,1978-05-24,1.86,48%,1.67,66%,2.4,32%,42%,1.6,48.0,32.0,185.0,
Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,1990-06-25,3.73,36%,3.9,52%,2.5,49%,64%,0.2,36.0,49.0,145.0,74.0
Brady Fink,"6' 0""",183 lbs.,,Orthodox,,1.69,41%,1.69,61%,3.63,25%,0%,3.6,41.0,25.0,183.0,
Jan Finney,"5' 8""",135 lbs.,,Orthodox,,2.16,28%,8.75,42%,0.77,11%,25%,0.0,28.0,11.0,135.0,
Jesse Finney,"6' 0""",170 lbs.,,,1974-07-11,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,1974-09-10,2.11,50%,1.89,63%,0.19,40%,78%,0.3,50.0,40.0,230.0,73.0
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,1981-01-22,2.23,42%,2.21,69%,3.76,63%,67%,0.9,42.0,63.0,170.0,70.0
Manon Fiorot,"5' 7""",125 lbs.,,Orthodox,1990-02-17,5.8,53%,1.86,79%,1.64,100%,100%,0.0,53.0,100.0,125.0,
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,1982-03-18,1.23,50%,1.22,51%,3.86,45%,20%,0.9,50.0,45.0,154.0,
Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,1976-05-09,3.17,43%,3.03,64%,0.67,30%,60%,0.8,43.0,30.0,155.0,68.0
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,1992-06-06,2.01,32%,2.7,46%,2.59,46%,44%,1.3,32.0,46.0,145.0,68.0
Bryanna Fissori,"5' 4""",145 lbs.,,,,1.4,46%,1.2,57%,2.0,25%,50%,0.0,46.0,25.0,145.0,
Isi Fitikefu,"5' 10""",205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Jimmy Flick,"5' 7""",125 lbs.,"68""",Orthodox,1990-09-07,1.99,58%,2.3,50%,1.81,50%,0%,7.2,58.0,50.0,125.0,68.0
Alejandro Flores,"5' 10""",145 lbs.,"73""",Orthodox,1991-08-06,3.66,40%,2.02,54%,0.0,0%,0%,0.0,40.0,0.0,145.0,73.0
Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,1983-01-08,3.1,34%,2.97,62%,0.0,0%,27%,0.0,34.0,0.0,155.0,
Ty Flores,"6' 3""",205 lbs.,"73""",Switch,1993-12-22,2.0,37%,7.8,25%,1.0,9%,0%,0.0,37.0,9.0,205.0,73.0
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,1993-03-05,4.67,57%,4.17,55%,0.84,50%,100%,0.0,57.0,50.0,155.0,71.0
Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,1988-03-17,1.56,44%,1.88,60%,0.0,0%,40%,1.2,44.0,0.0,155.0,73.0
Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,1978-02-24,2.61,50%,1.65,54%,3.6,51%,56%,0.8,50.0,51.0,170.0,74.0
Cody Floyd,,,,,1988-07-18,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Mal Foki,"5' 7""",220 lbs.,,Orthodox,,2.86,14%,14.29,54%,0.0,0%,0%,0.0,14.0,0.0,220.0,
Bobby Flynn,,170 lbs.,,,,0.38,25%,0.77,0%,0.0,0%,0%,0.0,25.0,0.0,170.0,
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,1976-05-26,2.41,40%,1.85,63%,2.22,33%,60%,1.3,40.0,33.0,145.0,74.0
Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,1984-01-07,2.76,54%,2.83,54%,2.1,25%,50%,0.0,54.0,25.0,155.0,74.0
Matt Foki,"5' 7""",220 lbs.,,Orthodox,,0.0,0%,3.37,56%,0.0,0%,0%,0.0,0.0,0.0,220.0,
AJ Fonseca,"5' 4""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,1987-06-25,5.21,42%,3.83,62%,1.2,36%,48%,0.8,42.0,36.0,135.0,71.0
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,1984-10-24,2.11,24%,4.06,53%,1.79,75%,66%,1.2,24.0,75.0,185.0,75.0
Claudionor Fontinelle,"5' 5""",185 lbs.,,Orthodox,,2.62,42%,10.25,28%,0.0,0%,0%,0.0,42.0,0.0,185.0,
Sterling Ford,"5' 10""",155 lbs.,,,1986-03-12,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Codale Ford,"5' 9""",170 lbs.,,,1979-05-13,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,1985-10-22,3.83,46%,4.52,64%,0.45,8%,75%,0.5,46.0,8.0,205.0,74.0
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,1985-04-14,1.42,39%,2.34,64%,1.82,35%,87%,0.6,39.0,35.0,125.0,67.0
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,1987-03-27,2.08,32%,2.12,63%,2.32,58%,66%,0.0,32.0,58.0,155.0,71.0
Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,1984-04-03,3.3,39%,1.63,65%,3.67,60%,37%,1.8,39.0,60.0,170.0,71.0
Francisco France,"6' 0""",205 lbs.,,,1983-01-21,0.54,33%,3.51,27%,0.0,0%,0%,6.1,33.0,0.0,205.0,
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,1982-07-16,1.83,48%,2.59,48%,2.68,80%,40%,0.3,48.0,80.0,145.0,67.0
Brandon Foxworth,"5' 11""",145 lbs.,,Orthodox,1979-04-28,1.33,32%,4.59,50%,0.0,0%,0%,0.0,32.0,0.0,145.0,
Mason Fowler,"5' 11""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,1974-08-26,1.78,39%,2.85,55%,1.53,36%,37%,2.4,39.0,36.0,155.0,71.0
Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,1991-02-28,2.35,42%,3.46,47%,2.68,42%,76%,0.3,42.0,42.0,155.0,77.0
Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,1982-07-03,1.47,43%,2.5,49%,0.0,0%,16%,0.0,43.0,0.0,185.0,
Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,1974-10-05,4.1,44%,2.07,62%,1.31,66%,63%,0.7,44.0,66.0,185.0,76.0
Zane Frazier,"6' 5""",250 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,250.0,
Zoila Frausto,"5' 4""",135 lbs.,,Orthodox,,0.77,31%,1.64,53%,0.0,0%,57%,0.0,31.0,0.0,135.0,
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,1989-06-15,1.11,66%,6.11,4%,0.0,0%,0%,0.0,66.0,0.0,265.0,75.0
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,,1.5,39%,2.77,46%,0.0,0%,100%,0.0,39.0,0.0,245.0,
Stephanie Frausto,"5' 2""",115 lbs.,"61""",Orthodox,1990-09-20,1.43,21%,3.57,60%,0.0,0%,0%,0.0,21.0,0.0,115.0,61.0
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,1966-11-10,2.54,48%,3.11,44%,1.44,40%,80%,0.7,48.0,40.0,225.0,
Jason Freeman,"6' 2""",225 lbs.,,,1976-09-02,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Willamy Freire,"5' 8""",155 lbs.,,,1987-07-28,1.53,37%,0.93,62%,0.5,100%,73%,0.0,37.0,100.0,155.0,
Patricio Freire,"5' 5""",145 lbs.,"65""",,1987-07-07,2.84,41%,4.43,60%,0.6,18%,94%,0.6,41.0,18.0,145.0,65.0
Patricky Freire,"5' 7""",155 lbs.,"71""",,1986-06-01,3.06,44%,3.34,69%,1.26,33%,100%,0.0,44.0,33.0,155.0,71.0
Jeremy  Freitag,"6' 1""",205 lbs.,,,,0.0,0%,8.37,19%,0.0,0%,33%,1.9,0.0,0.0,205.0,
Rafael Freitas,,205 lbs.,,Orthodox,,2.0,29%,8.0,51%,11.25,50%,0%,0.0,29.0,50.0,205.0,
Clay French,"5' 7""",161 lbs.,,Southpaw,1980-10-07,1.52,50%,1.27,16%,0.0,0%,100%,0.0,50.0,0.0,161.0,
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,1985-01-20,2.4,27%,3.2,52%,1.0,100%,26%,0.0,27.0,100.0,135.0,
Mike French,"5' 10""",145 lbs.,,,1975-05-29,0.23,23%,2.17,42%,0.0,0%,22%,1.0,23.0,0.0,145.0,
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,1990-06-11,2.73,37%,3.44,58%,2.59,37%,40%,1.1,37.0,37.0,155.0,71.0
Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,1985-05-20,1.79,40%,3.35,44%,1.06,42%,83%,0.7,40.0,42.0,115.0,65.0
Artem Frolov,"5' 10""",185 lbs.,,,1991-09-07,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,1987-04-14,4.52,52%,2.57,55%,0.0,0%,53%,0.0,52.0,0.0,125.0,69.0
Don Frye,"6' 1""",219 lbs.,,Orthodox,1965-11-23,2.87,64%,3.57,37%,0.91,57%,45%,0.7,64.0,57.0,219.0,
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,1972-08-15,4.0,50%,4.43,64%,2.14,25%,50%,2.1,50.0,25.0,205.0,
Tony Fryklund,"6' 0""",185 lbs.,,Orthodox,1971-03-26,3.49,39%,6.5,43%,0.0,0%,66%,0.5,39.0,0.0,185.0,
Jesse Fujarczyk,"6' 4""",225 lbs.,,Southpaw,1983-01-28,1.03,33%,4.91,38%,0.0,0%,25%,0.0,33.0,0.0,225.0,
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,,0.73,44%,1.2,47%,0.0,0%,23%,2.5,44.0,0.0,139.0,
Megumi Fujii,"5' 3""",113 lbs.,,,1974-04-26,2.4,42%,0.0,100%,0.0,0%,0%,12.0,42.0,0.0,113.0,
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,1970-10-16,1.05,49%,1.99,52%,2.78,36%,85%,0.6,49.0,36.0,235.0,
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,1981-01-06,4.24,43%,3.71,64%,2.17,43%,70%,0.0,43.0,43.0,185.0,73.0
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,1986-10-06,2.46,32%,3.5,54%,0.47,33%,69%,0.0,32.0,33.0,145.0,70.0
Sam Fulton,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,1969-03-13,1.82,68%,2.92,35%,0.0,0%,0%,5.5,68.0,0.0,185.0,
Travis Fulton,"6' 0""",240 lbs.,,Orthodox,1977-05-29,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,240.0,
Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,1980-08-14,2.61,65%,3.57,40%,1.24,18%,60%,0.0,65.0,18.0,170.0,74.0
Katsuaki Furuki,"6' 0""",168 lbs.,,,1980-11-10,0.27,10%,2.67,39%,0.0,0%,0%,3.0,10.0,0.0,168.0,
Gustavo Gabriel,"5' 6""",125 lbs.,,Orthodox,1994-04-01,4.06,65%,4.26,46%,0.0,0%,50%,0.0,65.0,0.0,125.0,
James Gabert,,178 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,178.0,
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,1988-11-14,7.46,59%,7.99,55%,0.0,0%,69%,0.0,59.0,0.0,155.0,70.0
Alavutdin Gadjiev,"6' 2""",185 lbs.,,Orthodox,1982-06-23,0.99,27%,0.99,57%,0.0,0%,50%,0.0,27.0,0.0,185.0,
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,1988-12-07,3.31,41%,4.57,57%,3.03,42%,58%,0.7,41.0,42.0,115.0,63.0
Sheila Gaff,"5' 5""",135 lbs.,,Orthodox,1989-12-29,1.6,50%,2.89,28%,0.0,0%,20%,0.0,50.0,0.0,135.0,
Muin Gafurov,"5' 7""",135 lbs.,,,1996-05-17,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,1984-10-10,2.76,46%,2.21,61%,1.16,25%,65%,1.9,46.0,25.0,135.0,65.0
Brandon Gaines,"6' 3""",185 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Travis Galbraith,"6' 0""",170 lbs.,,Orthodox,1981-05-18,2.21,40%,3.45,48%,1.33,25%,0%,1.3,40.0,25.0,170.0,
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,1992-01-22,2.55,46%,3.65,42%,1.15,26%,40%,2.1,46.0,26.0,170.0,74.0
Dave Galera,"5' 11""",135 lbs.,,Orthodox,1978-01-12,1.67,69%,0.53,33%,0.0,0%,14%,2.0,69.0,0.0,135.0,
Daniel Gallemore,"6' 5""",265 lbs.,,,,3.1,41%,6.0,52%,0.0,0%,0%,0.0,41.0,0.0,265.0,
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,1986-09-23,3.53,26%,7.07,43%,1.0,11%,0%,0.0,26.0,11.0,170.0,
Turrell Galloway,"5' 3""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,1979-02-16,4.86,62%,0.61,66%,1.3,100%,20%,1.3,62.0,100.0,185.0,
Eric Galvan,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Lucas Gamaza,,170 lbs.,,,,7.57,31%,6.99,45%,0.0,0%,0%,0.0,31.0,0.0,170.0,
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,1981-06-23,1.97,32%,3.86,61%,2.27,28%,88%,1.1,32.0,28.0,135.0,
